name,website,stage_focus,investment_focus,avg_check_size,location,geographies,can_lead,source_link,portfolio_examples,investor_type,data_source
Zachary Bogue,,"Seed, Series B, Early Stage Venture","Health Care, Digital Therapeutics, Genetics",,United States California San Francisco,,,https://investorhunt.co/investors/zachary-bogue,"Nuzzel, ThirdLove, Socialcam, MixRank, Kairos Aerospace","Venture Capital, Private Equity Firm",investorhunt
Anne DeGheest,,"Seed, Pre-Seed, Series A","Health Care, Wearables, Telecommunications",,United States California San Francisco,,,https://investorhunt.co/investors/anne-degheest,"Omada Health, Zipongo, CareInSync, MyHealthTeams, Niveus Medical","Venture Capital, Corporate Venture Capital, Angel Group, Private Equity Firm, Angel/Individual, Marketing Operator, CEO, Investor",investorhunt
Victoria Treyger,,Early Stage Venture,"Health Care, Talent Management, Consumer Research",,United States California San Francisco,,,https://investorhunt.co/investors/victoria-treyger,"Blume, ORO Labs, Midi Health, SentiLink, Nayya","Venture Capital, Founder, Private Equity Firm, Finance Operator, Investor",investorhunt
Louis Berneman,,Series A,"Health Care, Genetics, Payments",,United States Florida Naples,,,https://investorhunt.co/investors/louis-berneman,"Picwell, LunaDNA, Kymeta, Landos Biopharma, Censys","Venture Capital, University Program, Entrepreneurship Program, Private Equity Firm, Investor",investorhunt
Nils Root,,"Series B, Early Stage Venture","Health Care, Data Integration, Talent Management",,United States Ohio Columbus,,,https://investorhunt.co/investors/nils-root,"KOHO Financial, Sidecar Health, Molecula, Duolingo, ApplyBoard","Venture Capital, Founder, Private Equity Firm, Investment Partner, Investor",investorhunt
Eliza Becker,,"Seed, Early Stage Venture","Advertising, Health Care, Emerging Technology",,United States California San Francisco,,,https://investorhunt.co/investors/eliza-becker,"Shogun, Daily Harvest, Daasity, nutpods, Boulevard","Venture Capital, Private Equity Firm, Investor",investorhunt
Ulrike Kellmereit,,"Early Stage Venture, Series A","Health Care, E-commerce, Sports",,United States California San Francisco,,,https://investorhunt.co/investors/ulrike-kellmereit,"Pendulum Therapeutics, EPNS, Hi Marley, Wefarm, Health Gorilla","Venture Capital, Founder, Private Equity Firm, Finance Operator, Venture Debt",investorhunt
Rick Desai,,"Seed, Pre-Seed","Health Care, Consumer Research, E-commerce",,United States Illinois Chicago,,,https://investorhunt.co/investors/rick-desai,"Betaout, Calm, BucketFeet, EverTrue, Interior Define","Venture Capital, Private Equity Firm, Angel/Individual",investorhunt
Heribert Uhl,,Early Stage Venture,"Pollution Control, Clean Tech, Health Care",,Germany Baden-Württemberg Stuttgart,,,https://investorhunt.co/investors/heribert-uhl,"Striim, Recogni, Graphcore, Sunlight.Io, VERSATILE","Venture Capital, Corporate Venture Capital, Private Equity Firm",investorhunt
Gwidon Humeniuk,,Early Stage Venture,"Advertising, Health Care, Talent Management",,Poland Masovian Voivodeship Warsaw,,,https://investorhunt.co/investors/gwidon-humeniuk,"Cube Group S.A., Sabela Media Polska, AdNet, CR Media Consulting","Venture Capital, Private Equity Firm, Angel/Individual",investorhunt
Khaled Nasr,,Early Stage Venture,"Health Care, Hospitals, E-commerce",,United States California Menlo Park,,,https://investorhunt.co/investors/khaled-nasr,"Bolt, Joyus, Knotch, GAIN Fitness, Triposo","Venture Capital, Private Equity Firm",investorhunt
Martin Casado,,"Seed, Series B, Series A","Health Care, Talent Management, Data Science",,United States California San Francisco,,,https://investorhunt.co/investors/martin-casado,"RapidAPI, Isovalent, Fishtown Analytics, Tackle, dbt Labs","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Monique Capra,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Remote Work Tech, E-commerce",,United States Tennessee Nashville,,,https://investorhunt.co/investors/monique-villa-capra,"Doorvest, UpKeep, dot.LA, SteadiPay, Outer","Venture Capital, Accelerator, Private Equity Firm",investorhunt
Sebastian Caliri,,"Series B, Early Stage Venture, Series A","Health Care, Data Integration, Autonomous Vehicles",,United States California San Francisco,,,https://investorhunt.co/investors/sebastian-caliri,"MakeSpace, Eight Sleep, Millions, IdeaFlow, Premise Data","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner, Investor",investorhunt
Ira Weiss,,"Early Stage Venture, Series A","Advertising, Health Care, Talent Management",,United States Illinois Chicago,,,https://investorhunt.co/investors/ira-weiss,"SimpleRelevance, Drync, YCharts, Brilliant, ONtheGO Platforms","Venture Capital, Private Equity Firm, Angel/Individual, CEO",investorhunt
Shawn Carolan,,Series B,"Advertising, Health Care, E-commerce",,United States California Palo Alto,,,https://investorhunt.co/investors/shawn-carolan,"Carta, Decent, Envoy, Heap, Truework","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Joydeep Bhattacharyya,,"Series B, Series A","Advertising, Health Care, E-commerce",,United States California Menlo Park,,,https://investorhunt.co/investors/joydeep-bhattacharyya,"Homeis, Bellhops, Kustomer, Glooko, Leanplum","Venture Capital, Private Equity Firm, Investor",investorhunt
Trevor Loy,,Early Stage Venture,"Health Care, Genetics, Women Founded",,United States New Mexico Santa Fe,,,https://investorhunt.co/investors/trevor-loy,"Aravo Solutions, Astria Semiconductor Holdings, Micromanipulator, Microprobe, Rentpaymentcom","Venture Capital, Entrepreneurship Program, Private Equity Firm, Venture Debt, Micro VC",investorhunt
Joyce Ng,,"Early Stage Venture, Late Stage Venture","Health Care, Remote Work Tech, Genetics",,Singapore Central Singapore Community Development Council Singapore,,,https://investorhunt.co/investors/joyce-ng,"SWAT Mobility, SourceSage, hoolah, Matterport, Autonomous Control Systems Laboratory","Venture Capital, Private Equity Firm, Venture Debt",investorhunt
Constance Freedman,,,"Advertising, Health Care, E-commerce",,United States Illinois Chicago,,,https://investorhunt.co/investors/constance-freedman,"DocuSign, SmartZip, Epropertydatacom, Ifbyphone, Lumentus","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner, Investor",investorhunt
Vignesh Ravikumar,,"Early Stage Venture, Series A","Health Care, Emerging Technology, Data Integration",,United States California San Mateo,,,https://investorhunt.co/investors/vignesh-ravikumar,"Zeni, Advekit","Venture Capital, Private Equity Firm, Investor",investorhunt
Henry Gladwyn,,"Series B, Early Stage Venture, Series A","Health Care, Wearables, Telecommunications",,United States New York New York City,,,https://investorhunt.co/investors/henry-gladwyn,"Wave, Manifold.co, Wattpad, Rover, Peerwell","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investor",investorhunt
Stuart O'Keeffe,,"Seed, Pre-Seed, Early Stage Venture, Series A","Health Care, E-commerce, Events Services",,United States New York New York City,,,https://investorhunt.co/investors/stuart-okeeffe,"Pillar Life, Gfycat, MojiLaLa, TruckMap, Vise","Venture Capital, Private Equity Firm, Micro VC, Investment Partner, Investor",investorhunt
Nick Solaro,,"Series B, Early Stage Venture","Health Care, Data Integration, Talent Management",,United States Ohio Columbus,,,https://investorhunt.co/investors/nick-solaro,"KOHO Financial, Sidecar Health, Molecula, Duolingo, ApplyBoard","Venture Capital, Founder, Private Equity Firm, Investment Partner, Investor",investorhunt
Kevin Colleran,,"Seed, Pre-Seed, Early Stage Venture, Series A","Health Care, Wellness, Enterprise Software",,United States Massachusetts Boston,,,https://investorhunt.co/investors/kevin-colleran,"Dash Radio, Product Hunt, Mattermark, Niche, Amino Apps","Venture Capital, Design Operator, Engineering Operator, Strategy Operator, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner, Investor",investorhunt
Dinar Ahmed,,"Seed, Series A","Clean Tech, Health Care, Autonomous Vehicles",,Canada Ontario Toronto,,,https://investorhunt.co/investors/dinar-ahmed,"Borrowell, Tulip Retail, Reperformance, Effenco, ZenHub","Venture Capital, Private Equity Firm, Investor",investorhunt
Camille Curtil,,Series B,"Health Care, Accounting, Wellness",,France Île-de-France Paris,,,https://investorhunt.co/investors/camille-curtil,"Testbirds, PEP-Therapy, TransferGo, LARQ, HomeRez","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Chris Hren,,Early Stage Venture,"Advertising, Health Care, Wellness",,United States Ohio Cleveland,,,https://investorhunt.co/investors/chris-hren,NeuroControl Corporation,"Venture Capital, Private Equity Firm, Angel/Individual, CEO, Micro VC",investorhunt
Steven Abrams,,"Seed, Series A","Clean Tech, Health Care, Autonomous Vehicles",,Canada Quebec Montréal,,,https://investorhunt.co/investors/steven-abrams,"Borrowell, Tulip Retail, Reperformance, Effenco, ZenHub","Venture Capital, Private Equity Firm, Investor",investorhunt
Payal Divakaran,,"Seed, Early Stage Venture, Series A","Health Care, Data Integration, High-growth Startups",,United States Massachusetts Boston,,,https://investorhunt.co/investors/payal-agrawal-divakaran,"Compass, Bedrock Data, WelbeHealth, Revmetrix, Copatient","Venture Capital, Founder, Private Equity Firm, Venture Debt, Investment Partner, Investor",investorhunt
Brett Zbar,,Seed,"Health Care, Talent Management, Hospitals",,United States New York New York City,,,https://investorhunt.co/investors/brett-zbar,"Juvenescence, Cerevance, Cue, Verona Pharma, Peloton Therapeutics","Venture Capital, Private Equity Firm, Investor",investorhunt
Mark Fernandes,,"Early Stage Venture, Series A","Health Care, Emerging Technology, Data Integration",,United States California San Mateo,,,https://investorhunt.co/investors/mark-fernandes,"Dynamicops, I Done This, Kinnek, Ooyala, Thismoment","Venture Capital, Private Equity Firm",investorhunt
Patrick Meenan,,"Early Stage Venture, Series A","Advertising, Health Care, Data Integration",,United States Minnesota Minneapolis,,,https://investorhunt.co/investors/patrick-meenan,"Ambassador, Ionic, Leadpages, Terminus, When I Work","Venture Capital, Founder, Private Equity Firm",investorhunt
Siefke Michael,,Seed,"Health Care, Talent Management, Telecommunications",,Germany Bavaria Munich,,,https://investorhunt.co/investors/siefke-michael,"Nutanix, Newlinks Technology, Brillio, Cerevel Therapeutics, QuVa Pharma","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Jonathan Golden,,"Series B, Early Stage Venture","Health Care, Enterprise Software, HR Tech",,United States California San Francisco,,,https://investorhunt.co/investors/jonathan-golden,"Onfleet, AngelList, Wonderschool, Tile, TinyRx","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Jason Starr,,"Seed, Series B, Pre-Seed, Series A","Health Care, E-commerce, Wellness",,United States New York New York City,,,https://investorhunt.co/investors/jason-starr,"CompStak, BABOON TO THE MOON, Arena Investors, LP","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Venture Debt, Investor",investorhunt
Kevin Rose,,"Seed, Series B, Early Stage Venture, Series A","Health Care, E-commerce, Semantic Search",,United States California Los Angeles,,,https://investorhunt.co/investors/kevin-rose,"HONK, Shyp, imgix, Rally, BufferBox","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Venture Debt, Investment Partner, Investor",investorhunt
Nick Laszlo,,"Series B, Series A","Health Care, Telecommunications, Customer Service",,United States California San Francisco,,,https://investorhunt.co/investors/nick-laszlo,"Turvo, Carta, CircleCI, Pantheon, Blocknative","Venture Capital, Investment Bank, Strategy Operator, Private Equity Firm, Investor",investorhunt
Emily Melton,,,"Health Care, Drug Discovery, Signal Processing",,United States California Portola Valley,,,https://investorhunt.co/investors/emily-melton,"Wellframe, Redfin, ShareThis, Yellowsmith","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Amy Cheetham,,"Seed, Early Stage Venture, Series A","Health Care, Autonomous Vehicles, Cybersecurity",,United States California San Francisco,,,https://investorhunt.co/investors/amy-cheetham,"Waivr, Plug, Highline Technologies, Flexio, Kevala","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Annette Fainbloom,,Series B,"Health Care, Wearables, E-commerce",,France Île-de-France Paris,,,https://investorhunt.co/investors/annette-fainbloom,"Homa Games, Comet Meetings, ACINQ, Troops, Onfido","Venture Capital, Private Equity Firm, Fund Of Funds, Investor",investorhunt
tom wallace,,"Seed, Crowdfunding, Pre-Seed, Early Stage Venture, Series A","Advertising, Health Care, Wearables",,United States Florida Tampa,,,https://investorhunt.co/investors/tom-wallace,"Marxent, Bridge, flexEngage, Finexio, MyPorter","Venture Capital, Syndicate, Angel Group, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Yann Fiebig,,Seed,"German Startups, Health Care, Research and Development",,Germany North Rhine-Westphalia Bonn,,,https://investorhunt.co/investors/yann-fiebig,"envelio, HQS Quantum Simulations, Ferroelectric Memory Company, Qnami, Visometry GmbH","Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Karl Alomar,,"Seed, Early Stage Venture, Series A","Advertising, Health Care, Emerging Technology",,United States Florida Miami Beach,,,https://investorhunt.co/investors/karl-alomar,"Cinematique, Lou, Bunch","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Charlie O'Donnell,,"Seed, Pre-Seed","Health Care, E-commerce, Wellness",,United States New York New York City,,,https://investorhunt.co/investors/charlie-odonnell,,"Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Vig Chandramouli,,Series B,"Health Care, Wearables, Hospitals",,United States New York New York City,,,https://investorhunt.co/investors/vig-chandramouli,"Kasisto, Panorays, Limeade, Ocrolus, US HealthVest","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Ben Fletcher,,"Series B, Early Stage Venture","Advertising, Health Care, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/ben-fletcher,"Bevy, Split Software, Sorare, Nuvemshop, Socure","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Michael Hollander,,Early Stage Venture,"Advice, Health Care, Telecommunications",,United States Illinois Chicago,,,https://investorhunt.co/investors/michael-hollander,"Gogo, CAPTRUST, Vivid Seats, Vector Laboratories, Transaction Data Systems","Venture Capital, Private Equity Firm",investorhunt
Guilhem Vregille,,"Series B, Early Stage Venture, Series A","Health Care, Digital Services, Mobility",,France Île-de-France Paris,,,https://investorhunt.co/investors/guilhem-de-vregille,"Ouistock, PrestaShop, Ouihelp, Shine.fr, Coinhouse","Venture Capital, Private Equity Firm, Finance Operator, Micro VC, Investor",investorhunt
Bryan Roberts,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, Emerging Technology",,United States California Palo Alto,,,https://investorhunt.co/investors/bryan-roberts,"Dapper Labs, Dstillery, 3Box, Stride Health, Nightfall AI","Venture Capital, Entrepreneurship Program, Private Equity Firm, Finance Operator, Investment Partner, Investor",investorhunt
Nat Goldhaber,,Early Stage Venture,"Health Care, Digital Services, Drug Discovery",,United States Texas San Antonio,,,https://investorhunt.co/investors/nat-goldhaber,"Juked, cFares, EcoFactor, Adura Technologies, National Academy of Sciences","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Lily Lyman,,"Seed, Early Stage Venture","Health Care, Talent Management, Remote Work Tech",,United States Massachusetts Boston,,,https://investorhunt.co/investors/lily-lyman,"Macro, Coda, LearnLux, Mautic, RemoteHQ","Venture Capital, Private Equity Firm, Investor",investorhunt
Frank Hensel,,Seed,"German Startups, Health Care, Research and Development",,Germany North Rhine-Westphalia Bonn,,,https://investorhunt.co/investors/frank-hensel,"Scipio Bioscience, Atriva Therapeutics, Tacalyx GmbH, Abalos Therapeutics GmbH, Mecuris GmbH","Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Benjamin Narasin,,Series B,"Health Care, Telecommunications, E-commerce",,United States California Atherton,,,https://investorhunt.co/investors/benjamin-narasin,"AdGrok, Adku, Altitude Co, AppMakr, BetterCompany","Venture Capital, Private Equity Firm, Angel/Individual",investorhunt
Sean Kwiat,,"Seed, Early Stage Venture","Advertising, Health Care, Hospitals",,United States Ohio Cincinnati,,,https://investorhunt.co/investors/sean-kwiat,"CompleteSet, Off Track Planet, Ilesfay Technology Group, Ahalogy, Roadtrippers","Venture Capital, Private Equity Firm, Investor",investorhunt
Paul Miller,,,"Health Care, Wearables, Wellness",,United Kingdom England London,,,https://investorhunt.co/investors/paul-miller,"Housell, Frontier Spinning Mills Holding, Deutsche Bank, ETC Global Group, Garden Fresh Restaurant","Venture Capital, Accelerator, Private Equity Firm",investorhunt
Elliott Robinson,,"Series B, Early Stage Venture, Series A, Late Stage Venture","Health Care, Emerging Technology, High-growth Startups",,United States New York New York City,,,https://investorhunt.co/investors/elliott-robinson,"Carefull, Streamloots, DocsApp, Courier, Undock","Venture Capital, Corporate Venture Capital, Private Equity Firm, Finance Operator, Venture Debt, Investor",investorhunt
Chris Moody,,"Series B, Early Stage Venture, Series A","Health Care, Autonomous Vehicles, High-growth Startups",,United States Colorado Boulder,,,https://investorhunt.co/investors/chris-moody,"Bamba, Pantheon, Blocknative, Glowforge, Yumi","Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Francisco Gimenez,,"Series B, Early Stage Venture, Series A","Health Care, Data Integration, Autonomous Vehicles",,United States California San Francisco,,,https://investorhunt.co/investors/francisco-gimenez,"MakeSpace, Eight Sleep, Millions, IdeaFlow, Premise Data","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner, Investor",investorhunt
Brendan Mullen,,Early Stage Venture,"Health Care, E-commerce, Wellness",,South Africa Gauteng Johannesburg,,,https://investorhunt.co/investors/brendan-mullen,African Leadership Network (ALN),"Venture Capital, Private Equity Firm, Angel/Individual, Micro VC",investorhunt
Matt Gatto,,Series B,"Advertising, Health Care, Data Integration",,United States New York New York City,,,https://investorhunt.co/investors/matt-gatto,"Divvy, CRED, Calm, theator, SetSail","Venture Capital, Private Equity Firm, Investor",investorhunt
Jonathan Pow,,Early Stage Venture,"Health Care, High-growth Startups, E-commerce",,United Kingdom England Newcastle upon Tyne,,,https://investorhunt.co/investors/jonathan-pow,"One Utility Bill, Asteya, CellulaREvolution, Poptop, Gliff.ai","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Rolland Stephen,,Seed,"Health Care, Wearables, Autonomous Vehicles",,Malaysia Sarawak Bintulu,,,https://investorhunt.co/investors/rolland-stephen,"Kamcord, Rescale, Notion, Eclypsium, nWay","Venture Capital, Advisor, Finance Operator, Investor",investorhunt
Patricia Nakache,,Early Stage Venture,"Health Care, Wearables, Cybersecurity",,United States California Menlo Park,,,https://investorhunt.co/investors/patricia-nakache,"Bevi, EAT Club, Ruby Ribbon, thredUP, Owler, Inc.","Venture Capital, Founder, Private Equity Firm, Finance Operator",investorhunt
Andy Jenks,,Series B,"Health Care, Data Integration, Hospitals",,United States Ohio Columbus,,,https://investorhunt.co/investors/andy-jenks,"Boostable, Bottlenose, SeatGeek, Bonobos, Catalog Spree","Venture Capital, Founder, Private Equity Firm, CEO, Investor",investorhunt
Yoav Leitersdorf,,"Seed, Early Stage Venture, Series A","Health Care, Talent Management, Autonomous Vehicles",,United States California San Francisco,,,https://investorhunt.co/investors/yoav-leitersdorf,"Opti, Minimus, MIND, Miggo Security, Movota - Acquired by Bertelsmann AG","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Joe Apprendi,,"Seed, Series A","Advertising, Health Care, Autonomous Vehicles",,United States New York New York City,,,https://investorhunt.co/investors/joe-apprendi,"Traverse Data, Vidible, Zipdrug, Curacity","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Mark Blackwell,,Series A,"Health Care, Autonomous Vehicles, Wellness",,Canada Alberta Calgary,,,https://investorhunt.co/investors/mark-blackwell,"Hifi Engineering, Lodgelink, Skyonic, QuoteToMe, University of Calgary","Venture Capital, Founder, Growth Operator, Private Equity Firm, Angel/Individual",investorhunt
Bernard Moon,,"Seed, Pre-Seed, Early Stage Venture","Health Care, E-commerce, Cybersecurity",,United States California San Francisco,,,https://investorhunt.co/investors/bernard-moon,"Genies, Mi Media Manzana, GoodCo, Orange Chef, Petnet","Venture Capital, Incubator, Accelerator, Private Equity Firm, Angel/Individual",investorhunt
Eduardo Saverin,,"Seed, Series B, Early Stage Venture","Advertising, Clean Tech, Health Care",,Singapore Central Singapore Community Development Council Singapore,,,https://investorhunt.co/investors/eduardo-saverin,"Antler, Tech in Asia, Perx Technologies, CXA Group, 99.co","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Leo Polovets,,"Seed, Pre-Seed, Early Stage Venture","Advertising, Health Care, Data Science",,United States Texas Dallas,,,https://investorhunt.co/investors/leo-polovets,"Hackers/Founders, Friend Trusted, Holloway, Onward, DataFox","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Matti Kanninen,,Early Stage Venture,"Health Care, Wellness, Transportation",,Finland Uusimaa Helsinki,,,https://investorhunt.co/investors/matti-kanninen,"GBuilder, Natufia Labs, Uute Scientific Oy, EmbeDL, Asthmatuner","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Steve Agelopoulos,,"Early Stage Venture, Series A","Health Care, Data Integration, Talent Management",,United States California San Francisco,,,https://investorhunt.co/investors/steve-agelopoulos,"Hex Technologies Inc., OctoML, Maze, Runway, Ursa Computing","Venture Capital, Entrepreneurship Program, Private Equity Firm",investorhunt
Ran Ding,,"Series B, Early Stage Venture","Advertising, Health Care, Talent Management",,United States California Menlo Park,,,https://investorhunt.co/investors/ran-ding,"AbsenceSoft, Envisage Technologies, supplier.io, PSD Citywide, Elite Business Ventures Inc","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Rebecca Kaden,,"Early Stage Venture, Series A","Health Care, Wearables, Cybersecurity",,United States New York New York City,,,https://investorhunt.co/investors/rebecca-kaden,"Genies, Codecademy, General Assembly, Naja, Everlane","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Gary Little,,"Seed, Series B, Early Stage Venture, Series A","Health Care, Data Integration, E-commerce",,United States California Atherton,,,https://investorhunt.co/investors/gary-little,"Turing.com, Luminar, Everwise, FutureAdvisor, Branch","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Khira Gabliani,,Seed,"Advertising, Patient Care, Health Care",,United States New York New York City,,,https://investorhunt.co/investors/khira-gabliani,"Pantheon, Pipefy, Intezer, Postscript, VTS","Venture Capital, Private Equity Firm, Investor",investorhunt
Seth Rosenberg,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, Talent Management",,United States New York New York City,,,https://investorhunt.co/investors/seth-rosenberg,"Cleo, Coda, Figma, PayJoy, Validere","Venture Capital, Private Equity Firm, Investor",investorhunt
Casey Berman,,,"Health Care, Wearables, Wellness",,United States Maryland Rockville,,,https://investorhunt.co/investors/casey-berman,"42Floors, 6th Street Commerce, Canvas Solutions, CompStak, 3clogic","Venture Capital, Private Equity Firm, Finance Operator, Micro VC, Investor",investorhunt
Jack Crawford,,"Seed, Early Stage Venture","Health Care, Talent Management, Wearables",,United States California Sacramento,,,https://investorhunt.co/investors/jack-crawford,"Nightingale Security, TaskHuman, ScoreData Corporation, chikaku, Scaeva Technologies","Venture Capital, Entrepreneurship Program, Corporate Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Noah Gross,,"Series B, Series A","Health Care, Data Integration, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/noah-gross,"Lever, Bizible, CircleCI, Treasure Data, Pantheon","Venture Capital, Entrepreneurship Program, Growth Operator, Private Equity Firm, Investment Partner, Investor",investorhunt
Eric Wiesen,,"Seed, Early Stage Venture","Advertising, Health Care, Wellness",,United States California San Francisco,,,https://investorhunt.co/investors/eric-wiesen,"AdaptiveBlue, BeBop Sensors, AvantStay, Solvate, Roundbox","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner",investorhunt
Carter Neild,,"Seed, Series A","Health Care, Research and Development, Drug Discovery",,United States New York New York City,,,https://investorhunt.co/investors/carter-neild,"Verona Pharma, GrayBug, Scribe Therapeutics, Chemomab, CoreMap","Venture Capital, Private Equity Firm, Investor",investorhunt
Benjamin Britt,,Early Stage Venture,"Health Care, Data Integration, High-growth Startups",,United States Virginia Belle Haven,,,https://investorhunt.co/investors/benjamin-britt,"Maxwell Financial Labs, Joon, DriveWealth, Till, River Health","Venture Capital, Private Equity Firm, Finance Operator",investorhunt
Sonya Brown,,"Series B, Early Stage Venture","Advertising, Health Care, Talent Management",,United States California Menlo Park,,,https://investorhunt.co/investors/sonya-brown,"Babylist, MAËLYS, Face Reality Skincare, Aesthetic Partners, Poolwerx Corporation Pty Ltd","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Paul Levine,,"Series B, Early Stage Venture, Late Stage Venture","Advertising, Health Care, Talent Management",,United States California Palo Alto,,,https://investorhunt.co/investors/paul-levine,"SafeGraph, Mayhem, dot.LA, LendingHome, Roofstock","Venture Capital, Corporate Venture Capital, Private Equity Firm, Fund Of Funds",investorhunt
John Connaughton,,"Series B, Series A","Health Care, Talent Management, Telecommunications",,United States Massachusetts Boston,,,https://investorhunt.co/investors/john-connaughton,"Nutanix, Newlinks Technology, Brillio, Cerevel Therapeutics, QuVa Pharma","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Zaw Thet,,"Seed, Early Stage Venture","Advertising, Health Care, Wearables",,United States Colorado Denver,,,https://investorhunt.co/investors/zaw-thet,"Scoop Technologies, HaulerDeals, ApplePie Capital, Alice - the intelligent business advisor, Bitski","Venture Capital, Private Equity Firm, Angel/Individual",investorhunt
Kelsey Tsai,,Series B,"Patient Care, Health Care, Research and Development",,United States Massachusetts Boston,,,https://investorhunt.co/investors/kelsey-tsai-cfa,"Full Harvest, Nuritas, Picwell, Lumiata, Culture Biosciences","Venture Capital, Accelerator, Private Equity Firm, Investor",investorhunt
Josh Palmer,,"Series B, Early Stage Venture, Series A","Health Care, Drug Discovery, Microfluidic Automation",,United States California Pasadena,,,https://investorhunt.co/investors/josh-palmer,"Quicksilver Biosciences, Xidas Inc.","Venture Capital, Private Equity Firm, Investor",investorhunt
Britt Danneman,,"Seed, Early Stage Venture","Health Care, Wearables, Data Science",,United States California Los Angeles,,,https://investorhunt.co/investors/britt-danneman,"Aspiration, Drop, Sidecar Health, The Riveter, Bambee","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Eugene Lee,,,"Health Care, Remote Work Tech, Wearables",,United States California San Francisco,,,https://investorhunt.co/investors/eugene-lee,"TicketPrinting.com, Keck Graduate Institute, Notivo, Peninsula Symphony, EARN.org","Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Subrata Mitra,,"Series B, Early Stage Venture","Advertising, Health Care, E-commerce",,India Karnataka Bengaluru,,,https://investorhunt.co/investors/subrata-mitra,"Bevy, Split Software, Sorare, Nuvemshop, Socure","Venture Capital, Accelerator, Corporate Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Henry McNamara,,"Seed, Pre-Seed, Early Stage Venture, Series A","Health Care, E-commerce, Events Services",,United States New York New York City,,,https://investorhunt.co/investors/henry-mcnamara,"Pillar Life, Gfycat, MojiLaLa, TruckMap, Vise","Venture Capital, Private Equity Firm, Micro VC, Investment Partner, Investor",investorhunt
Ryan Kruizenga,,"Seed, Early Stage Venture, Series A","Advertising, Health Care, Data Integration",,United States Minnesota Minneapolis,,,https://investorhunt.co/investors/ryan-kruizenga,"Stensul, Athennian, Nomics, Stream, Terminus","Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Will Kohler,,Series B,"Health Care, E-commerce, Customer Service",,United States California San Francisco,,,https://investorhunt.co/investors/will-kohler,"Carta, Hubilo, Split Software, The Nudge, BetterUp","Venture Capital, Investment Bank, Private Equity Firm, Finance Operator, Micro VC, Investor",investorhunt
Adina Tecklu,,"Series B, Early Stage Venture","Health Care, Wearables, E-commerce",,United States New York New York City,,,https://investorhunt.co/investors/adina-tecklu,"Pendulum Therapeutics, Canaan Partners","Venture Capital, Private Equity Firm, Venture Debt, Investor",investorhunt
